"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","BENZENE","TOLUENE","XYLENES","Pb","Hg","As","WaterCR","Cd","Air","PCB","HCB","EOx","VyCl","TRICHLORENE","C2CL4","DCM","C3H3N","Benzidine","24D","ATRAZINE","HCCPD","pct_manure_acres","Herbicides","Fungicides","Insecticides","Per_TotPopSS_ave","med_hh_inc","pct_pers_lt_pov","med_hh_value","pct_unemp","pct_hs_more","pct_mt_10units","med_rooms","violent_rate","work_out_co"
"897","Cheyenne",8.9169917406,4.8068605969,106.57334543,9.1742627493,1652.9946344,53.140567246,0,0,0,0.000359421,0.0005000337,0,0,0.0000246898,0.0000411649,0,0,0.0007454648,0.0000492611,0,0,0,0.0010419953,0.0000000066,0,0,0,0.01631622,72001.48502,NA,6961.56314,36.42,30599,9.4,48500,2.8,85.5,0.4,6,312.48563,13.2
"898","Clark",8.5874380012,6.0409673307,74.6858386,15.39871098,1371.8159419,115.90991188,0,0,0,0.0003378793,0.0005000263,0,0,0.000024905,0.0000411917,0,0,0.0003364347,0.00000035002563,0,0,0,0.0004671387,0.000000028453399,0,0,0,0.005722664,3904.072761,NA,1382.773428,23.43,33857,12.7,42600,2.6,87.4,1.4,5.9,364.95982,22.5
"899","Clay",5.8429143956,7.9783008266,177.0046312,53.878698094,2218.4323989,148.01370465,0,0,0,0.0004389102,0.000501408,0,0,0.0000276727,0.0000792245,0,0,0.0006297376,0.000028108,0,0,0,0.0005860899,0.00000027587045,0,0,0,0.008775117,125469.3891,NA,5370.21935,19.37,33965,10.1,52900,3.5,87,4.9,5.8,362.23893,28
"900","Cloud",6.2390602235,7.5665993585,134.89516303,40.890613281,1923.2872973,108.30923839,0,0,0,0.00039571,0.0005028124,0,0,0.0000274936,0.0000508692,0,0,0.0005379834,0.0000058001014,0,0,0,0.0005276351,0.00000027195713,0,0,0,0.001250487,67755.57512,NA,5690.8329,15.04,31758,10.8,42400,4.3,85.5,1.2,5.6,321.80641,14.1
"901","Coffey",11.468398154,8.4952673519,457.25087861,161.17826124,2611.9102673,314.84261679,0,0,0,0.0004081632,0.0005013036,0,0,0.0000286337,0.000044598,0,0,0.0009773118,0.0000109699,0,0,0,0.0007132264,0.000000065752087,0,0,0,0.002344096,138790.0322,NA,3094.80498,5.59,37839,6.6,60700,4.4,86.9,1.1,5.5,435.77991,21.7
"902","Comanche",7.4953366051,6.2850602489,91.597644581,22.365487124,1661.7984726,123.29032138,0,0,0,0.0003281834,0.0005000286,0,0,0.0000247559,0.0000411078,0,0,0.0003532955,0.0000139138,0,0,0,0.000492112,0.000000051393866,0,0,0,0.002378277,8792.52396,NA,1657.90521,20.18,29415,10.2,29700,0.2,91.3,1.8,5.6,395.77557,14.1
"903","Cowley",15.587113708,8.7689281455,777.67814232,301.45241206,4288.2229476,833.88084768,0,0,0,0.000472113,0.0005067154,0,0,0.0000320849,0.001294819,0,0,0.0009281271,0.0051834585,0,0,0,0.0006543677,0.0000000098309153,0,0,0,0.004654666,53365.25869,NA,4640.09953,6.25,34406,12.9,54100,7.8,85.4,3.9,5.4,554.40002,17.4
"904","Crawford",16.911422011,9.7836985414,896.2834097,296.72917148,3897.1415048,576.0711499,0,0,0,0.0005378391,0.0005211677,0,0,0.0000347289,0.0000834826,0,0,0.0016862821,0.0070583322,0,0,0,0.00092056,0.000000007300878,0,0,0,0.008074427,183886.1147,NA,4930.00005,2.92,29409,16,54000,4.9,84.5,4.7,5.2,730.5,12.6
"905","Decatur",7.3611281651,6.3905133898,79.720175194,18.165296714,1800.5699269,52.630371442,0,0,0,0.0005497579,0.0005002389,0,0,0.0000247897,0.0000416477,0,0,0.0005161863,0.0000031987469,0,0,0,0.0005983842,0.000000029405051,0,0,0,0.001406666,63371.47518,NA,5919.172,32.33,30257,11.6,43600,1.1,86.4,1.2,5.7,285.17677,15.4
"906","Dickinson",6.6039860805,8.2674707549,205.36461478,63.676882883,2339.6388735,150.93316596,0,0,0,0.0011711113,0.0005023387,0,0,0.0000283873,0.0000710158,0,0,0.0007140852,0.0000269115,0,0,0,0.0006154689,0.00000017316882,0,0,0,0.019396476,73782.63488,NA,6619.30133,16.03,35975,7.5,62800,3.2,86.4,3.2,5.7,394.74901,30.8
"907","Doniphan",18.106845102,8.9792377978,409.03831785,449.56586746,3592.1764737,277.85543708,0,0,0,0.000741437,0.0005062707,0,0,0.0001493542,0.0000572408,0,0,0.0006929052,0.0001005882,0,0,0,0.0007932184,0.00000026164116,0,0,0,0.007169706,260702.1967,NA,7726.55583,19.69,32537,11.9,54700,7,80.2,1.8,5.4,361.95069,50
"908","Douglas",15.402650814,9.2219402211,514.29403717,201.48294166,3679.2681931,236.85174765,0,0,0,0.0017268297,0.0005296166,0,0,0.0000529867,0.0003356359,0,0,0.0018762279,0.0126964808,0,0,0,0.0009049247,0.00000013199711,0,0,0,0.00741617,117827.3287,NA,3037.25186,0,37547,15.9,117800,4.6,92.4,14.1,5.2,401.70001,24
"909","Edwards",8.2650371912,6.6348852253,71.305609263,33.160270915,1880.2598235,82.886079001,0,0,0,0.0003437885,0.0005002679,0,0,0.0000252431,0.0000423159,0,0,0.0003843258,0.00000059265569,0,0,0,0.0004782714,0.0000000078347887,0,0,0,0.006191227,177439.3464,NA,9441.61288,25.75,30530,10.4,36300,2.7,81.2,3.4,5.7,366.96943,24.6
"910","Elk",12.514619368,9.2788064353,578.42062224,252.2440954,3489.0730328,647.66647093,0,0,0,0.0003559395,0.0005064642,0,0,0.0000270531,0.0000424946,0,0,0.0009191938,0.0000063480132,0,0,0,0.000655215,0.000000012866801,0,0,0,0.013893747,25801.40604,NA,600.80695,4.45,27267,13.8,24700,4.7,80,0.4,5.4,455.36809,39.3
"911","Ellis",6.8673073761,6.5613905487,99.008150913,62.179007729,2258.7376701,66.180403749,0,0,0,0.0006963639,0.0005023389,0,0,0.0000267708,0.000048814,0,0,0.0011348978,0.0000012707975,0,0,0,0.0004823526,0.00000005505061,0,0,0,0.038209213,19677.59708,NA,4658.25548,9.9,32339,12.9,85500,4.1,87.2,5.7,5.5,202.8,7.2
"912","Ellsworth",6.9484596496,7.2925083372,127.4495293,40.044778418,2137.0948449,90.562361568,0,0,0,0.0005110639,0.0005004542,0,0,0.0000251375,0.0000432189,0,0,0.0004021245,0.0000042337171,0,0,0,0.0005209844,0.000000099373709,0,0,0,0.003408196,15119.19094,NA,3825.95832,11.24,35772,7.2,43400,3.5,84.8,1.9,5.7,368.56157,22.1
"913","Finney",7.6090888376,6.3108954348,81.780989886,12.821855665,1575.2930663,77.340022398,0,0,0,0.0005127784,0.0005063565,0,0,0.0000464979,0.0000577964,0,0,0.0010664489,0.0041554615,0,0,0,0.0006347807,0.0000000066,0,0,0,0.01926406,249751.7762,NA,14737.00859,10.11,38474,14.2,83800,4.9,67.4,5.5,5.3,647.09998,4.7
"914","Ford",14.961269101,6.1748946578,89.551473503,19.836382722,1892.3377539,97.649765801,0,0,0,0.0005198794,0.0005035779,0,0,0.0000326503,0.0000505369,0,0,0.0004293168,0.0000025375206,0,0,0,0.0004876472,0.0000000066,0,0,0,0.025618809,131651.8084,NA,9522.44421,19.58,37860,12.4,69200,4.9,69.9,5.4,5.3,491.5,6
"915","Franklin",13.202641887,9.2612029613,539.9262874,177.73680375,3245.5130633,249.48126428,0,0,0,0.0005452919,0.0005067401,0,0,0.0000378942,0.0000600759,0,0,0.0012904809,0.0006199462,0,0,0,0.0007887926,0.000000088684898,0,0,0,0.021362612,166496.744,NA,3692.93615,5.91,39052,7.7,73800,3.5,85.3,3.1,5.5,431.22586,40.1
"916","Geary",7.4505276871,7.9515501802,220.23302925,84.526067712,2187.2529886,183.84165166,0,0,0,0.0027465374,0.0005050198,0,0,0.0000324461,0.0003694301,0,0,0.0012541552,0.0067702666,0,0,0,0.000700356,0.00000020707601,0,0,0,0.005127321,36871.96602,NA,1102.19542,10,31917,12.1,69400,6.3,86,3.9,5.1,1278.9,40.5
"917","Gove",6.9923509499,6.499312791,86.209006498,26.79247843,1841.1393577,73.067516126,0,0,0,0.0003691476,0.000500067,0,0,0.0000249703,0.0000419412,0,0,0.0003944661,0.0000302891,0,0,0,0.0006094799,0.0000000094466387,0,0,0,0.012848878,66396.91988,NA,6588.23266,34.27,33510,10.3,48100,1.9,84.5,0.8,6.5,335.66958,17.1
"918","Graham",6.7513687752,5.9904509114,85.869925205,41.998093571,1970.5598671,71.539619735,0,0,0,0.0003391232,0.0005002119,0,0,0.0000247787,0.0000415147,0,0,0.0003829162,0.0000201043,0,0,0,0.0005156958,0.000000046819219,0,0,0,0.013036626,47366.25372,NA,4815.35363,27.59,31286,11.5,41300,2.7,83.6,0,5.9,330.83173,18.6
"919","Grant",6.1436335154,6.262035588,124.28300708,7.7423407946,1274.3891596,67.492197523,0,0,0,0.0004975382,0.0005009357,0,0,0.0000254781,0.0000428083,0,0,0.0004815765,0.0000340925,0,0,0,0.0006409555,0.0000000066,0,0,0,0.017091202,103023.6064,NA,6789.69346,22.38,39854,10.1,78600,4.7,71.5,1.4,5.5,383.26788,12.2
"920","Gray",9.2540808835,6.1538480752,81.883281829,13.320918471,1721.6913007,90.577197041,0,0,0,0.0003609831,0.0005002271,0,0,0.0000255184,0.0000417564,0,0,0.0003245997,0.0000059433406,0,0,0,0.0005115693,0.0000000066,0,0,0,0.022044381,216307.0508,NA,11887.86224,35.98,40000,9.1,76000,3.2,73.6,1.1,6,387.16866,28
"921","Greeley",7.9431925209,5.1544664469,119.66396319,7.7755230131,1229.5172112,66.522510354,0,0,0,0.0003430496,0.0005000361,0,0,0.0000248206,0.0000411279,0,0,0.0006512522,0.0000507414,0,0,0,0.0009565084,0.0000000066,0,0,0,0.011039784,37205.24536,NA,3916.78555,29.68,34605,11.6,57700,2.5,83.7,0,5.8,383.0747,9.6
"922","Greenwood",10.963285115,8.9662258872,468.84713909,164.46391451,2677.1098368,408.94780231,0,0,0,0.0004104038,0.0005027353,0,0,0.0000265006,0.0000422753,0,0,0.0009713691,0.0000050652772,0,0,0,0.0006676876,0.000000038324568,0,0,0,0.018465207,53995.36488,NA,1196.54121,0.26,30169,12.5,35300,4.3,80.9,0.8,5.3,452.35245,34.3
"923","Hamilton",6.9950665906,5.4918591231,125.41934201,7.0837464129,1216.8923933,63.021742696,0,0,0,0.0003855292,0.0005000519,0,0,0.0000250047,0.0000412826,0,0,0.0005607029,0.0001335839,0,0,0,0.0009088842,0.0000000066,0,0,0,0.006733213,27969.36438,NA,4291.94133,23.63,32033,15.7,59400,2,76.7,0.2,5.6,391.54636,9.2
"924","Harper",8.7068034185,7.4973218034,332.78601088,70.833211436,2562.8492162,309.64168708,0,0,0,0.0003940798,0.0005002399,0,0,0.0000255934,0.0000431745,0,0,0.0005144406,0.0000012005093,0,0,0,0.0005575616,0.000000049910901,0,0,0,0.003347033,32073.44253,NA,9476.2291,8.47,29776,11.6,44100,3.8,83.8,1.1,5.5,384.85973,21
"925","Harvey",11.121163072,7.6634212069,397.77669026,88.373979256,2689.9277854,156.5299022,0,0,0,0.0007682576,0.0005082019,0,0,0.0000332676,0.0006750709,0,0,0.001113203,0.0023751514,0,0,0,0.0010515326,0.000000049980235,0,0,0,0.022473404,120767.7221,NA,7413.29477,10.92,40907,6.4,76400,3.7,85.3,3.6,5.7,316.70001,32.3
"926","Haskell",7.0677486667,6.205941518,100.40373334,9.0682919988,1482.8041731,71.046137584,0,0,0,0.0003413254,0.0005004349,0,0,0.0000253797,0.0000416819,0,0,0.0003498081,0.0000096759677,0,0,0,0.0005477407,0.0000000066,0,0,0,0.019681015,298820.5189,NA,15192.87434,34.7,38634,11.6,76100,2.9,74.8,1.6,5.6,373.63218,22.8
"927","Hodgeman",11.150181059,6.2142315457,87.586910497,33.802176318,2121.0751136,94.510565714,0,0,0,0.0003441262,0.0005002146,0,0,0.0000253443,0.0000415772,0,0,0.0003372531,0.0000137135,0,0,0,0.000492919,0.0000000066311753,0,0,0,0.020455774,28448.73872,NA,4106.38743,42.64,35994,11.5,45000,1.4,86.9,0,5.7,340.94093,21.9
"928","Jackson",12.20672356,8.4802083945,311.16988778,266.88446722,2861.6631974,243.96579837,0,0,0,0.0004292445,0.0005116817,0,0,0.0000431371,0.0000494464,0,0,0.0007240466,0.0000726419,0,0,0,0.0007415096,0.00000026421171,0,0,0,0.019098383,101668.6769,NA,2777.85294,18.12,40451,8.8,70200,3.4,87.7,1.4,5.8,402.71809,47.3
"929","Jefferson",16.336982091,9.0633948073,425.58037099,267.97661382,3463.8694576,239.44155613,0,0,0,0.0005568661,0.000512247,0,0,0.0000410037,0.0000555261,0,0,0.0008295842,0.000227404,0,0,0,0.0009089611,0.00000019471563,0,0,0,0.022497374,163156.0776,NA,4544.67278,2.55,45535,6.7,83100,3.4,88.9,1.1,5.7,393.49312,67.4
"930","Jewell",5.6672127851,7.3152236449,110.85822749,27.965063928,2029.9884389,78.953716762,0,0,0,0.0003633309,0.0005000817,0,0,0.0000248419,0.0000418347,0,0,0.0003680457,0.0000017154408,0,0,0,0.0004698322,0.00000026244061,0,0,0,0.001925637,83430.78194,NA,6658.82802,10.86,30538,11.6,24000,2.3,87.6,1.4,5.9,286.89215,27.3
"931","Johnson",19.135991992,10.510730037,791.45245041,201.5985094,4805.2845203,251.98686128,0,0,0,0.0026544391,0.0005304294,0,0,0.0000681837,0.0005076151,0,0,0.0024990978,0.0193572469,0,0,0,0.0015486071,0.00000010109083,0,0,0,0.014425831,66214.07119,NA,1618.73572,0,61455,3.4,150100,2.3,94.9,10.8,6.4,253.17143,32
"932","Kearny",6.9030017503,6.0708414263,119.65065633,8.5804060238,1361.4917676,68.47082289,0,0,0,0.000346494,0.0005008949,0,0,0.0000257979,0.0000423478,0,0,0.0004574114,0.0000933561,0,0,0,0.0007527868,0.0000000066,0,0,0,0.031615749,114782.4175,NA,8379.70833,24.51,40149,11.7,77500,2.9,75.8,0.2,5.8,372.71469,29.9
"933","Kingman",8.0288638448,7.2782874692,247.45290582,58.837975043,2378.8062207,198.64802528,0,0,0,0.0005267086,0.0005008569,0,0,0.0000262697,0.0000570872,0,0,0.0005754102,0.0000429162,0,0,0,0.000604036,0.000000012263322,0,0,0,0.003034138,57157.56422,NA,9223.51095,43.13,37790,10.6,56800,1.4,84.7,1.2,5.8,407.43385,35.4
"934","Kiowa",7.9882174876,6.4956562107,82.153615459,25.384969341,1790.491718,99.190980038,0,0,0,0.0003344732,0.0005000542,0,0,0.0000248855,0.0000413429,0,0,0.0003508261,0.000003369272,0,0,0,0.0004819732,0.000000008190736,0,0,0,0.002155784,86479.41957,NA,5252.92496,24.6,31576,10.8,44200,3.4,85.2,2.7,5.8,371.66276,17.5
"935","Labette",18.284228111,10.035108859,846.31260079,312.5534642,4154.3015621,954.18225643,0,0,0,0.0006363156,0.0005111365,0,0,0.0000387961,0.0000837521,0,0,0.0018964138,0.003028787,0,0,0,0.0008342917,0.0000000066,0,0,0,0.005029753,95209.61008,NA,3684.72721,2.3,30875,12.7,39600,3.6,83,2.4,5.5,610.40002,15.5
"936","Lane",7.5249399245,6.22472993,84.633796142,24.459473489,1939.017718,83.092511755,0,0,0,0.0003424338,0.00050003,0,0,0.0000251342,0.0000412515,0,0,0.000361106,0.0000022041474,0,0,0,0.0005620607,0.0000000066,0,0,0,0.007343922,29456.59048,NA,4871.58493,21.9,36047,8.2,48500,1.9,88.5,0.5,6,348.75508,11.5
"937","Leavenworth",19.075604148,9.4721941673,635.78398342,253.78092398,4093.0233035,232.9356006,0,0,0,0.0009347747,0.0005142454,0,0,0.0000548637,0.000131135,0,0,0.0019436902,0.0096816585,0,0,0,0.0010949394,0.00000015897802,0,0,0,0.013251874,90463.46161,NA,2511.9264,0.23,48114,6.7,96900,3.4,86.5,3.3,5.9,438.94998,38.8
"938","Lincoln",5.8998092392,7.1241566325,117.2564024,34.330226236,2176.8309089,81.883895304,0,0,0,0.000389648,0.0005001741,0,0,0.000024822,0.0000417446,0,0,0.0003880496,0.0000423329,0,0,0,0.0005326971,0.00000014702565,0,0,0,0.001705871,24812.38931,NA,4070.85126,20.62,30893,9.7,33900,2.4,85,1.9,5.9,348.56414,26.3
"939","Linn",12.676062271,9.6584489003,900.48693883,194.44305185,3453.3262424,223.77982294,0,0,0,0.0003652702,0.0005072563,0,0,0.0000342973,0.0000609016,0,0,0.0011897502,0.0000083596312,0,0,0,0.0007775093,0.000000037421167,0,0,0,0.002909602,101802.7841,NA,2062.82507,5.44,35906,11,56100,5.5,80.9,0.5,5.5,434.98176,51.5
"940","Logan",7.5350860299,5.9938812529,107.81191909,11.971441292,1384.1186637,56.813988887,0,0,0,0.0003366152,0.0005000497,0,0,0.0000248935,0.0000413158,0,0,0.0005174174,0.0001898025,0,0,0,0.0008960184,0.0000000066,0,0,0,0.002055979,36527.16404,NA,5654.05352,19.79,32131,7.3,55000,3.8,86.7,1.4,6,351.30649,23.9
"941","Lyon",9.6595609585,8.1609879466,359.08941582,126.95674612,2613.0406133,267.51195421,0,0,0,0.0008871466,0.0005189576,0,0,0.0000561984,0.000124091,0,0,0.0014881407,0.0078199114,0,0,0,0.0007461861,0.00000010316517,0,0,0,0.005530893,160887.8311,NA,3713.60273,2.33,32819,14.5,67900,6,81.8,10.8,5.3,366.20001,10
"942","McPherson",7.8730486247,8.0114721519,227.48122131,59.20178347,2385.7372068,128.20055999,0,0,0,0.0009951397,0.0005116578,0,0,0.0000371683,0.000100375,0,0,0.0007143457,0.0032342093,0,0,0,0.0006493002,0.000000083798314,0,0,0,0.01305493,119283.8944,NA,11232.07318,17.2,41138,6.6,82700,4.1,85.9,2.2,6,287.60001,15.3
"943","Marion",8.1704636829,8.1658417256,315.53723896,85.727381212,2437.1713404,172.76610518,0,0,0,0.0004076535,0.0005006573,0,0,0.0000256983,0.0000555647,0,0,0.0006209929,0.0000106966,0,0,0,0.0006153657,0.000000091626747,0,0,0,0.024359885,85749.04694,NA,6480.82905,13.35,34500,8.3,52300,2.9,84.4,3.3,5.9,417.98761,32.1
"944","Marshall",7.0339181744,7.4902085823,196.62555614,121.84237974,2409.9505021,224.56421694,0,0,0,0.0010991452,0.0005011728,0,0,0.0000309965,0.000051052,0,0,0.0005338692,0.0000921185,0,0,0,0.0006453339,0.00000040351072,0,0,0,0.008870223,291317.506,NA,8217.25243,11.31,32089,9.2,46200,3.5,85.1,2.1,5.8,383.7688,12.6
"945","Meade",7.6246222711,6.0373831479,87.111641111,10.802512413,1443.3892781,100.40006599,0,0,0,0.0004751337,0.0005001088,0,0,0.0000251577,0.0000414919,0,0,0.0003407784,0.0000570637,0,0,0,0.0005184874,0.000000012694281,0,0,0,0.018790001,230797.9439,NA,12172.49071,29.65,36761,9.3,52900,2.9,80.3,0.2,6,368.20497,26
"946","Miami",14.119414324,9.6709474072,758.37730116,190.69468347,4098.4579766,242.81090684,0,0,0,0.0005691935,0.0005089598,0,0,0.0000403957,0.0000609204,0,0,0.0011621426,0.0000735185,0,0,0,0.0008661238,0.000000067427847,0,0,0,0.011037978,117834.8637,NA,2717.48403,0,46665,5.5,106300,2.5,87.5,1.8,5.8,403.22903,58.6
"947","Mitchell",5.7670014671,7.3064228997,106.03879361,32.79072887,2004.6981698,85.425306169,0,0,0,0.0003862557,0.0005002456,0,0,0.0000249424,0.0000417894,0,0,0.0003832727,0.0000874903,0,0,0,0.0005506088,0.0000002007383,0,0,0,0.004302952,41967.95232,NA,6966.45826,0.14,33385,9.5,55600,4.2,88.1,1.2,5.8,327.98438,9.2
"948","Montgomery",17.089898409,9.784116923,722.85799436,422.55996489,3816.4753844,874.98179096,0,0,0,0.0014080485,0.0005196198,0,0,0.0000489301,0.0024333614,0,0,0.0016033182,0.0068327177,0,0,0,0.0007303288,0.000000006619222,0,0,0,0.010177598,113915.9842,NA,4498.42556,2.6,30997,12.6,44400,4.7,81.2,3.8,5.4,772.5,10.8
"949","Morris",8.2468676558,8.068504491,273.04905071,98.118795475,2349.1689259,202.94863794,0,0,0,0.0003699009,0.0005005388,0,0,0.0000272947,0.0000690653,0,0,0.000684647,0.0000738981,0,0,0,0.0006835811,0.00000014625942,0,0,0,0.007171796,64270.17136,NA,2078.07986,38.52,32163,9,48400,2.9,84.7,1.5,5.6,419.29066,29.6
"950","Morton",5.8255726489,6.0676549141,132.84192826,5.9842071469,943.18766834,92.250838686,0,0,0,0.0003846943,0.0005000705,0,0,0.0000247522,0.0000411766,0,0,0.0004173816,0.0001709548,0,0,0,0.000755803,0.0000000066,0,0,0,0.004353954,42681.6286,NA,3457.48428,22.41,37232,10.5,67700,3.8,81.9,0.3,5.4,432.12643,15.5
"951","Nemaha",9.356202641,8.176044063,250.15182397,283.35054714,2529.7047211,257.88131939,0,0,0,0.0004024807,0.0005048336,0,0,0.0000320321,0.0000455431,0,0,0.0005609655,0.0000027229284,0,0,0,0.0006220969,0.00000036974452,0,0,0,0.019903739,258213.0265,NA,7684.12498,14.64,34296,9.1,58200,1.9,83.7,1.8,5.9,397.55565,18.1
"952","Neosho",19.002785137,9.3530435645,712.70409579,247.22600472,3488.216272,587.46559904,0,0,0,0.0059689055,0.0005905597,0,0,0.0001896076,0.0000613577,0,0,0.0014681658,0.0001368692,0,0,0,0.0008145223,0.000000011138543,0,0,0,0.008774567,134095.1317,NA,3760.97541,0,32167,13,44900,4.9,83.5,1.6,5.4,431.66307,20.3
"953","Ness",7.9552609831,6.2277862354,89.375361257,66.917817432,2276.8525261,84.054525698,0,0,0,0.0003476458,0.0005000818,0,0,0.0000249434,0.0000412181,0,0,0.0003589695,0.0000476076,0,0,0,0.0005287798,0.000000011478064,0,0,0,0.0019375,25214.54604,NA,6022.32816,21.55,32340,8.7,40600,1.8,84.4,2.1,5.9,341.53931,10
"954","Norton",6.6510590944,5.8413900778,82.402581778,25.28749303,2399.1907461,61.872748337,0,0,0,0.0003494666,0.0005001487,0,0,0.0000247752,0.0000413078,0,0,0.0003392679,0.0001135119,0,0,0,0.0005802297,0.000000066326431,0,0,0,0.002887839,61595.57964,NA,5779.88342,18.78,31050,10.5,46800,4,84.8,1.9,5.8,304.35453,10.7
"955","Osage",12.409932053,8.5567590505,415.29383529,157.64676736,2949.3480755,257.40057772,0,0,0,0.0004341291,0.0005033143,0,0,0.0000341243,0.0000469243,0,0,0.0008736583,0.0000127381,0,0,0,0.0007269568,0.00000011966086,0,0,0,0.003447698,151806.5651,NA,3324.33321,1.77,37928,8.4,67600,3.5,85.5,2.2,5.6,418.51711,60.4
"956","Osborne",5.777315327,6.7733911923,96.561705227,32.255879069,1894.4974766,62.898912924,0,0,0,0.0003389049,0.0005000818,0,0,0.0000247608,0.000041342,0,0,0.0003389868,0.0000042893226,0,0,0,0.0004643692,0.00000013861912,0,0,0,0.004850271,35745.92612,NA,5399.64567,13.28,29145,10.4,32000,3.7,84.8,1.2,5.8,324.34368,15.4
"957","Ottawa",6.465598357,7.7407720501,151.40145657,41.069334523,1990.8324199,111.95983574,0,0,0,0.0006992016,0.0005016476,0,0,0.0000258912,0.000042978,0,0,0.0004955605,0.0000125798,0,0,0,0.0005452829,0.00000020163187,0,0,0,0.004540968,34260.83855,NA,4835.55559,23.2,38009,8.6,58900,4.4,86.2,1.9,5.8,340.39999,50.4
"958","Pawnee",7.7132410382,6.5397456691,77.346580737,43.580683454,2077.7153571,88.640335259,0,0,0,0.000393407,0.0005002682,0,0,0.0000249745,0.0000417872,0,0,0.0003594335,0.00000098966533,0,0,0,0.0004790037,0.000000016540901,0,0,0,0.012134555,104266.8461,NA,7869.18915,4.02,35175,11.8,48800,12,84.8,2.4,5.9,402.71091,16.5
"959","Phillips",6.2473260434,6.2633700612,85.697588542,26.776056119,1753.601842,63.921773969,0,0,0,0.0003610724,0.0005005295,0,0,0.0000252413,0.0000424196,0,0,0.0004092109,0.0000025037427,0,0,0,0.0004564295,0.00000011915879,0,0,0,0.006666918,41989.21292,NA,4410.58467,24.42,35013,10,48200,2.1,84.4,1.3,5.8,312.45036,12.1
"960","Pottawatomie",8.0248239871,7.6354210661,245.28307178,133.76657347,2436.7003459,218.99385431,0,0,0,0.0003927162,0.0005227313,0,0,0.0000408595,0.0000693784,0,0,0.0006045851,0.0000406194,0,0,0,0.0006561006,0.00000028836028,0,0,0,0.005386744,107238.1022,NA,2760.45351,14.91,40176,9.7,81100,3.1,89.2,1.2,5.8,386.71747,46.2
"961","Pratt",7.6702715205,6.2969168321,121.55004986,35.489308765,2052.8996812,133.56260137,0,0,0,0.0004121692,0.0005022527,0,0,0.0000271721,0.000046309,0,0,0.0008884632,0.0002192353,0,0,0,0.0006940663,0.0000000083407453,0,0,0,0.013003136,188856.2197,NA,11836.34941,24.62,35529,9.4,56600,4.6,86.3,3.5,5.8,426.95336,12.6
"962","Rawlins",7.126873343,5.1584362359,83.102273527,12.317963321,1674.3044876,45.18784292,0,0,0,0.0003417053,0.0005000459,0,0,0.0000247021,0.0000412182,0,0,0.0005346612,0.0000328588,0,0,0,0.0007849371,0.0000000087080247,0,0,0,0.004988163,39741.68324,NA,6289.74679,43.59,32105,12.5,41300,2,84.7,1.9,5.7,298.98811,13.7
"963","Reno",7.8317369135,7.1562514551,197.44798624,55.300300833,2254.9617493,140.02620139,0,0,0,0.0011155232,0.0005087906,0,0,0.0000327662,0.0000672506,0,0,0.0007989262,0.0098002914,0,0,0,0.0006506366,0.00000003033204,0,0,0,0.007867503,134628.0968,NA,11990.99568,22.01,35510,10.9,66600,4.6,82.7,4.3,5.4,114.1,11.5
"964","Republic",6.3232585732,7.5221172925,125.77522365,37.66661533,1964.0745562,108.94408151,0,0,0,0.0004680993,0.0005007647,0,0,0.0000296732,0.0000446245,0,0,0.0004522481,0.0000202266,0,0,0,0.0005131702,0.00000034729189,0,0,0,0.001867685,243639.2737,NA,10207.28695,10.16,30494,9.1,35300,2.4,88.6,2.1,5.7,328.83667,15.4
"965","Rice",7.510129427,7.3143437954,147.2254589,45.388951442,2199.020668,104.34968118,0,0,0,0.0005194002,0.0005011182,0,0,0.0000259101,0.0000436771,0,0,0.0004926655,0.0000192951,0,0,0,0.0005509486,0.00000006017314,0,0,0,0.005121087,102514.0737,NA,8177.90404,21.01,35671,10.7,42900,5.8,83.4,1.8,5.9,379.92465,27.5
"966","Riley",6.6136167882,7.9434383031,204.70816978,83.491132849,2341.8152907,186.43330791,0,0,0,0.000567843,0.0005193768,0,0,0.0000374936,0.0003051726,0,0,0.0005938337,0.0107635279,0,0,0,0.0007235244,0.00000027390649,0,0,0,0.007946746,40090.72033,NA,1476.70677,1.68,32042,20.6,93700,7,93.8,18.1,5.1,0,18.7
"967","Rooks",6.4854763559,6.420133047,92.032556948,42.816772625,1826.0962607,70.989685988,0,0,0,0.0003581274,0.0005001571,0,0,0.0000247935,0.000041601,0,0,0.0003421858,0.0000048884941,0,0,0,0.0004624438,0.000000087823904,0,0,0,0.002916076,28212.76666,NA,4031.56862,16.17,30457,9.8,38300,4.1,87.1,1,5.9,335.52612,18.3
"968","Rush",7.5314888049,6.4878899306,95.299766831,61.841048545,2280.5174506,75.982920673,0,0,0,0.0003471817,0.0005002225,0,0,0.0000248967,0.000041831,0,0,0.0003571733,0.0000567641,0,0,0,0.0005124474,0.000000030415997,0,0,0,0.005504701,29834.48576,NA,5501.33626,16.29,31268,9.7,32200,2.7,82.8,0.7,5.8,390.80516,29.4
"969","Russell",6.6887643912,7.0611512071,96.027234946,38.275864081,2083.2777448,70.965198156,0,0,0,0.0003876341,0.0005003186,0,0,0.0000250619,0.0000477891,0,0,0.000355571,0.00000038301132,0,0,0,0.0004789104,0.00000009043097,0,0,0,0.002673169,14704.34626,NA,3807.624582,0.2,29284,12,41100,4.2,83.1,2.8,5.7,373.89709,14.2
