"","County","PCT_HARVEST_ACRES","pct_irrigated_acres","farms_per_acres","pct_manure_acres","PCT_NEMATODE_ACRES","PCT_DISEASE_ACRES","PCT_DEFOLIATE_ACRES","PCT_AU","Herbicides","Fungicides","Insecticides","MEAN_AS","MEAN_SE","MEAN_HG","MEAN_PB","MEAN_ZN","MEAN_CU","MEAN_NA__PCT","MEAN_MG_PCT","MEAN_TI_PCT","MEAN_CA_PCT","MEAN_FE_PCT","MEAN_AL_PCT","MEAN_P_PCT","Facilities_per_pop","RADON_ZONE"
"282","Mineral",0.002273063,0,0.00000356,0.000886698,0,0,0,1.060727493,NA,NA,NA,7.884,0.321,0.029,34.067,111.551,5.996,1.76,0.889,0.531,3.123,5.251,7.419,0.108,0.003610108,2
"283","Moffat",0.026175701,0.1939751,0.0000371637,0.00180951,0,0.00006539,0.000187612,0.111376757,3872.984952,298.2453158,78.57651052,5.431,0.383,0.029,23.605,50.474,11.194,0.838,0.71,0.256,2.859,1.861,4.941,0.061,0.000151699,1
"284","Montezuma",0.03164875,0.541123154,0.000443481,0.000778964,0,0.0000222123,0,0.000549241,1000.343712,298.2453158,78.57651052,5.171,0.376,0.024,20.679,50.262,10.656,0.633,0.69,0.208,2.14,1.769,4.573,0.045,0.00020982,1
"285","Montrose",0.042424818,0.193553741,0.000542765,0.001693091,0.000219728,0.000641702,0.000201359,0.002509718,8559.342032,298.2453158,2068.429311,5.22,1.083,0.025,20.423,47.58,10.169,0.472,0.594,0.189,1.773,1.552,3.861,0.04,0.000239292,1
"286","Morgan",0.230473792,0.448014001,0.000478217,0.009212914,0.001903205,0.001938226,0.000688891,0.01501014,100747.1185,2087.717211,21523.44517,4.189,0.347,0.022,25.414,52.933,8.013,0.822,0.551,0.321,1.778,2.102,5.041,0.062,0.000441647,1
"287","Otero",0.040650547,0.244174004,0.000393781,0.002007055,0.000776152,0.000750646,0,0.002228033,6634.806926,596.4906316,1475.124221,8.109,1.302,0.032,26.811,74.257,15.85,0.766,0.734,0.281,6.27,2.632,5.695,0.071,0.000344641,1
"288","Ouray",0.071137193,0.288518286,0.000190194,0.001668519,0,0,0,0.008380394,423.0291316,298.2453158,78.57651052,18.563,1.047,0.054,239.029,373.688,55.614,0.814,0.678,0.302,2.241,3.175,5.389,0.073,0.054249065,1
"289","Park",0.004032254,0.041721985,0.0000282717,0.000738599,0,0,0,0.009022237,NA,NA,NA,7.853,0.588,0.035,44.05,131.88,14.751,1.304,0.935,0.407,3.063,3.891,6.31,0.128,0.000137713,1
"290","Phillips",0.497905731,0.604043679,0.000283992,0.007804094,0.004514333,0.011318776,0.001317722,0.02426003,137506.9215,581.9814,28536.78158,3.347,0.218,0.015,24.708,52.779,8.798,1.096,0.529,0.297,1.303,2.143,5.819,0.056,0.000669643,1
"291","Pitkin",0.004479286,0.03573635,0.000109173,0.0004688,0.000506309,0.000638419,0,0.024197652,148.4014731,89.7039,23.63363,9.121,0.852,0.102,39.712,102.677,44.325,1.113,0.956,0.325,2.584,3.138,6.1,0.13,0.000134481,1
"292","Prowers",0.162191748,0.431219023,0.000215701,0.003620352,0,0.000188928,0.000542059,0.02179362,27248.34362,NA,2686.8816,6,0.678,0.027,27.313,66.339,10.619,0.835,0.685,0.406,3.203,3.295,5.391,0.062,0.000345232,1
"293","Pueblo",0.070448166,0.124891564,0.000172689,0.000606042,0.000411018,0.000328436,0,0.002860707,2989.579526,NA,724.1104,8.435,5.095,0.03,30.42,78.68,15.5,1.062,0.722,0.326,3.568,3.024,6.222,0.076,0.000254467,1
"294","Rio Blanco",0.029506936,0.109270911,0.0000702975,0.001514547,0,0.0000193924,0.000276562,0.048357022,102.8781178,NA,NA,5.574,0.402,0.022,22.829,55.463,13.164,1.066,0.871,0.244,2.635,1.995,4.873,0.068,0.000668226,1
"295","Rio Grande",0.137028376,0.244435476,0.000426538,0.006161678,0.004352745,0.032783482,0.02539358,0.090247369,63691.86202,48847.0554,12869.37618,3.071,0.37,0.038,30.94,87.929,14.344,1.671,0.975,0.474,2.906,3.941,7.601,0.093,0.001047289,2
"296","Routt",0.02968395,0.193021227,0.000140545,0.00314015,0.0000890776,0,0,0.004934476,2174.45344,NA,100.2664,5.779,0.751,0.038,21.783,70.542,15.327,1.043,0.848,0.391,1.914,2.918,5.357,0.08,0.000203149,2
"297","Saguache",0.042673094,0.125191231,0.0000837868,0.002765456,0.002385459,0.005979911,0.005069592,0.000346664,55290.32484,41255.0424,10869.16408,6.584,0.498,0.067,42.263,101.486,17.579,1.676,0.853,0.421,2.5,3.353,6.906,0.1,0,2
"298","San Juan",0,0,0.00000402,0,0,0,0,0.064671878,NA,NA,NA,41.049,0.918,0.087,1123.11,1500.99,209.574,0.809,0.773,0.304,1.205,4.689,5.602,0.096,0.003584229,2
"299","San Miguel",0.005934757,0.07509517,0.0000557823,0.000121266,0,0,0,0.033412059,308.6343533,NA,NA,9.697,0.615,0.035,46.143,97.647,17.855,0.49,0.603,0.205,1.709,2.011,4.323,0.049,0.000151653,1
"300","Sedgwick",0.319635872,0.443782979,0.000233124,0.00526235,0.007462814,0.002297125,0.001265125,0.015783443,57352.59205,NA,10877.4536,2.997,0.177,0.017,24.13,51.42,9.307,1.203,0.453,0.405,1.262,2.573,5.63,0.055,0.000364033,1
"301","Summit",0.005800868,0.049028563,0.0000403714,0.001841946,0,0,0,0.011479878,NA,NA,NA,5.366,0.716,0.046,57.286,187.872,27.065,1.099,0.814,0.325,1.444,3.699,6.937,0.135,0.000169866,1
"302","Teller",0.002991046,0.044983094,0.0000503167,0.018100254,0,0,0,0.063798371,NA,NA,NA,8.493,1.282,0.064,47.499,187.071,11.505,1.303,0.508,0.38,1.445,4.195,6.331,0.112,0.0000972999,1
"303","Washington",0.20582297,0.183412932,0.0000742833,0.001791466,0.000390437,0.000649979,0,0.004556958,92322.42702,NA,7784.6704,4.413,0.292,0.016,25.598,64.147,9.829,0.876,0.65,0.273,1.475,2.146,5.572,0.06,0.000609013,0
"304","Weld",0.16410959,0.301626965,0.000599503,0.018964189,0.002860364,0.005704798,0.000539669,0.003723072,121171.5641,2111.3235,24705.30455,4.328,0.583,0.027,25.827,58.629,9.826,0.803,0.661,0.258,2.121,2.108,5.321,0.062,0.000408984,1
"305","Yuma",0.257936822,0.576348218,0.000222263,0.005585586,0.007432279,0.010329608,0.001428549,0.01080509,277683.4868,6248.6424,61513.38488,3.803,0.217,0.013,21.484,50.048,8.373,1.038,0.521,0.312,1.541,2.049,5.302,0.051,0.001219388,1
"306","Fairfield",0.007084792,0.006194292,0.000156818,0.000341638,0.0000114346,0.00086063,0,0.044405232,1.222222222,NA,0.633377778,4.567,0.495,0.11,83.443,93.272,18.284,1.577,0.918,0.835,2.039,3.705,6.103,0.114,0.000406768,1
"307","Hartford",0.045935922,0.049508207,0.000468394,0.004352942,0.003099728,0.01756998,0.00082021,0.008661717,475.478,NA,9.9757,2.668,0.297,0.129,53.636,61.539,17.171,1.687,0.523,0.532,1.297,2.765,5.414,0.062,0.000524975,3
"308","Litchfield",0.054626378,0.013395646,0.000170382,0.025297556,0.000373847,0.003644185,0.0000926347,0.143852869,1454.971,NA,62.7044,2.684,0.357,0.053,33.807,81.422,15.428,1.626,0.993,0.77,2.253,3.302,6.157,0.099,0.000790371,2
"309","Middlesex",0.022843026,0.01556557,0.000192168,0.003875379,0.0000217968,0.001850502,0.000975072,0.021446554,19.25,NA,9.9757,2.562,0.46,0.071,38.018,69.192,17.448,1.797,0.609,0.432,1.423,2.783,5.67,0.05,0.000593277,1
"310","New Haven",0.018309103,0.0134187,0.000232013,0.004161736,0.0000616285,0.002204125,0.000694227,0.016934545,61.3564,NA,7.1255,3.489,0.556,0.088,50.658,88.876,19.942,1.73,0.656,0.542,1.389,3.136,5.832,0.071,0.000575237,1
"311","New London",0.039057438,0.00617176,0.00013769,0.01794427,0.0000744134,0.000937508,0.000143765,0.018997639,35.40426667,NA,1.900133333,2.528,0.491,0.078,39.788,52.711,11.667,1.578,0.609,0.504,1.897,2.55,5.592,0.074,0.000316495,1
"312","Tolland",0.05323988,0.031979899,0.000239802,0.020259556,0.001041642,0.00553419,0.000599506,0.023852522,222.1131111,NA,0.316688889,2.745,0.476,0.104,46.471,68.097,13.976,1.473,0.724,0.585,1.872,3.294,5.471,0.074,0.000227333,2
"313","Windham",0.066956153,0.01664765,0.000224725,0.022205856,0,0.001321385,0.000389524,0.000171675,413.22,NA,8.5506,7.069,0.528,0.073,40.343,54.013,11.106,1.362,0.565,0.504,1.61,2.574,5.444,0.067,0.000687499,2
"314","Kent",0.296414522,0.175797849,0.000207,0.036418365,0.000298783,0.007752743,0.003804117,0.009753058,257710.7458,18672.50795,18514.0428,4.747,0.351,0.376,37.529,59.624,8.332,0.71,0.202,0.837,0.365,3.104,4.882,0.034,0.000323607,3
"315","New Castle",0.182098007,0.066890109,0.000167803,0.007225031,0.000161471,0.015019959,0.000444309,0.086832329,105953.3368,5604.893325,7337.51493,7.387,0.459,0.157,48.78,89.395,14.996,0.623,0.606,0.952,0.751,5.087,4.474,0.045,0.000435769,2
"316","Sussex",0.292470361,0.236625998,0.00036591,0.083599925,0.000929149,0.015543324,0.002017295,0.092377943,487286.3365,2483.558575,37964.17631,4.838,0.19,0.114,42.629,41.505,4.615,0.6,0.108,0.88,0.318,2.674,3.993,0.013,0.000383049,3
"317","District of Colum",0,0,0,0,0,0,0,0.007881739,NA,NA,NA,3.2,0.168,0.345,100.596,67.646,14.953,0.178,0.341,0.888,0.443,3.416,2.379,0.016,0.000104884,3
"318","Alachua",0.063332263,0.147603303,0.000512707,0.004187111,0.023337861,0.005625271,0.001687009,0.016247705,2182.05144,NA,567.21,0.826,0.141,0.019,11.762,11.472,2.218,0.007,0.034,0.265,0.386,0.26,0.806,0.068,0.000261522,2
"319","Baker",0.004892679,0.008326046,0.0000583725,0.002764735,0.000623644,0.000956592,0.002776264,0.26768183,69.882,NA,27.74,1.061,0.14,0.012,9.936,6.586,1.539,0.006,0.008,0.328,0.025,0.103,0.235,0.006,0.000179703,3
"320","Bay",0.00189931,0,0.0000393169,0.000264633,0.000710865,0.000155756,0,0.117857906,556.7367,10.837125,149.94525,2.438,0.204,0.021,16.229,11.815,8.506,0.007,0.016,0.353,0.028,0.334,0.462,0.008,0.00023614,3
"321","Bradford",0.028173327,0.003733877,0.000161437,0.018731877,0,0,0,0.111570899,145.281,NA,57.67,1.026,0.246,0.027,13.505,10.957,2.305,0.004,0.016,0.338,0.169,0.204,0.575,0.022,0.000344986,3
"322","Brevard",0.015706791,0.082923544,0.00018867,0.0000561996,0.006132964,0.009265913,0.000525037,0.107953894,251.04948,NA,NA,1.039,0.206,0.02,15.98,10.158,4.245,0.051,0.034,0.343,0.908,0.302,0.507,0.029,0.00036537,3
"323","Broward",0.005192033,0.008919404,0.000245097,0.000358765,0.00059439,0.001636349,0.000080515,0.090713673,NA,NA,NA,2.107,0.39,0.032,19.605,18.095,12.743,0.052,0.13,0.094,7.794,0.251,0.51,0.065,0.000173134,3
"324","Calhoun",0.052195781,0.027599614,0.0000571308,0.000816154,0.001278886,0.021249935,0.002846596,0.072308507,1460.148,14.022,412.2,1.04,0.122,0.011,8.656,7.983,1.915,0.005,0.021,0.284,0.05,0.317,0.73,0.008,0.000230468,3
"325","Charlotte",0.054430974,0.269221704,0.000132767,0.001245418,0.002197016,0.03931894,0.006789287,0.048724488,NA,NA,NA,1.114,0.139,0.01,6.485,6.815,2.108,0.043,0.037,0.226,0.644,0.148,0.224,0.033,0.000197702,3
"326","Citrus",0.008186882,0.007400731,0.000133383,0.003659946,0.00095003,0.000268787,0.001057307,0.077517002,NA,NA,NA,0.926,0.156,0.019,9.688,7.171,1.93,0.006,0.03,0.195,0.731,0.248,0.618,0.045,0.000194775,2
"327","Clay",0.007049201,0,0.000126225,0.002582765,0.000570551,0.002042024,0,0.032754075,559.4238,NA,222.066,1.11,0.163,0.016,16.253,7.065,1.68,0.01,0.011,0.411,0.14,0.351,0.303,0.008,0.000163336,3
"328","Collier",0.032088382,0.048452529,0.0000854147,0.002011562,0.013310464,0.034079126,0.003515562,0.017945431,2016.888,NA,NA,2.781,0.197,0.019,10.665,7.834,7.173,0.02,0.04,0.207,1.605,0.361,0.613,0.016,0.000155145,3
"329","Columbia",0.018795878,0.024655448,0.000171652,0.002260733,0.000427179,0.006513018,0.000446685,0.069407154,713.770445,NA,110.7305,0.943,0.131,0.011,7.728,7.186,2.246,0.016,0.049,0.267,0.385,0.147,0.492,0.03,0.000194645,2
"330","DeSoto",0.212580629,0.601099492,0.001419566,0.077975958,0.02909011,0.175945563,0.01291292,0.043900574,91.89375,5.4185625,0.950625,0.837,0.124,0.01,5.868,5.14,2.573,0.005,0.008,0.233,0.129,0.108,0.152,0.016,0.000155236,3
"331","Dixie",0.005199529,0.012329432,0.0000235191,0.001651829,0.000850469,0.000217419,0.000946503,0.005622941,NA,NA,NA,1.154,0.112,0.012,4.672,10.974,2.585,0.03,0.12,0.153,1.866,0.201,0.251,0.011,0.000578578,3
"332","Duval",0.007432697,0.009275557,0.000114009,0.003051013,0.002399751,0.00171694,0.000890243,0.088681117,57.009,NA,22.63,1.253,0.151,0.01,21.699,17.628,3.606,0.056,0.021,0.554,0.373,0.449,0.457,0.017,0.000464771,3
"333","Escambia",0.050781205,0.014224662,0.000139195,0.001149251,0.003633347,0.017874071,0.018730656,0.00248403,6398.00215,95.8455,1589.58,2.044,0.205,0.022,14.317,12.429,3.266,0.024,0.027,0.315,0.029,0.553,0.883,0.009,0.000258143,3
"334","Flagler",0.014487263,0.027909607,0.000052014,0.000164255,0.00650996,0.005414929,0.001432225,0.076333637,1408.2832,NA,NA,2.591,0.469,0.066,103.06,135.746,4.858,0.107,0.067,0.441,0.622,0.633,0.862,0.046,0.000220742,3
"335","Franklin",0.000459933,0,0,0,0,0,0,0.099304069,NA,NA,NA,1.463,0.187,0.021,10.666,8.906,2.347,0.039,0.041,0.257,0.289,0.368,0.732,0.014,0,3
"336","Gadsden",0.022516982,0.035611483,0.000150783,0.001487138,0.007630821,0.008644913,0.000446437,0.14981236,1130.277965,NA,375.7205,1.27,0.153,0.018,8.957,10.766,2.071,0.01,0.055,0.261,0.099,0.403,0.896,0.028,0.000354869,3
"337","Gilchrist",0.064399774,0.055828375,0.000215384,0.0205274,0.021621902,0.006131847,0,0.133193888,494.63475,5.4185625,160.820625,0.819,0.101,0.011,7.478,9.06,3.738,0.004,0.028,0.194,0.918,0.24,0.637,0.053,0.000138533,3
"338","Glades",0.08361275,0.507573713,0.000112464,0.008149653,0.001861542,0.046504504,0.001409755,0,NA,NA,NA,2.066,0.264,0.016,8.389,9.198,5.645,0.024,0.045,0.189,1.976,0.19,0.37,0.028,0.000283661,3
"339","Gulf",0.000239226,0,0,0,0,0,0,0.02674026,NA,NA,NA,1.242,0.267,0.02,12.59,11.623,3.113,0.032,0.036,0.344,0.061,0.481,1.167,0.013,0.00030003,3
"340","Hamilton",0.025469493,0.062080573,0.000111326,0.009014365,0.001414407,0.004079933,0.003148243,0.013630591,4677.11668,5.4185625,1758.331625,1.201,0.114,0.012,9.544,5.367,1.639,0.015,0.017,0.304,0.081,0.164,0.375,0.033,0.000225107,3
"341","Hardee",0.173127536,0.409290649,0.001407481,0.014324487,0.015164081,0.124132502,0.006055841,0.371517354,NA,NA,NA,0.545,0.109,0.01,4.141,5.146,2.242,0.006,0.012,0.203,0.131,0.056,0.143,0.029,0.000445467,3
"342","Hendry",0.266857754,0.562974874,0.000275784,0.004196677,0.068172482,0.172825929,0.009356956,0.016251489,NA,NA,NA,2.346,0.294,0.029,10.294,11.256,4.815,0.02,0.072,0.182,1.755,0.33,0.486,0.031,0.000524717,3
"343","Hernando",0.032197982,0.032696641,0.000262592,0.006800859,0.000212195,0.008206653,0.000169756,0.282064374,NA,NA,NA,0.9,0.109,0.012,6.547,7.167,2.369,0.003,0.017,0.186,0.268,0.188,0.507,0.022,0.000152903,3
"344","Highlands",0.140338002,0.431174748,0.000631339,0.000738681,0.014181819,0.121957145,0.008090176,0.008412328,186.4746,NA,74.022,0.695,0.131,0.015,8.051,12.986,38.877,0.006,0.016,0.268,0.117,0.142,0.12,0.014,0.000274706,3
"345","Hillsborough",0.073227303,0.173167972,0.00123769,0.002061994,0.011119464,0.031660424,0.006435246,0.061873708,186.4746,NA,74.022,1.234,0.168,0.018,11.957,16.358,4.847,0.006,0.018,0.172,0.422,0.102,0.288,0.069,0.0003804,2
"346","Holmes",0.056571126,0.012146135,0.0000959158,0.006535062,0.004392943,0.009578789,0.003345366,0.000244802,1800.8411,10.837125,471.94125,1.565,0.182,0.017,12.469,12.974,2.48,0.006,0.023,0.356,0.036,0.473,1.288,0.016,0.000107735,3
"347","Indian River",0.165415998,0.366308132,0.000742094,0.016765517,0.007555173,0.132259855,0.005257975,0.303006989,NA,NA,NA,1.788,0.144,0.018,14.838,21.186,41.051,0.043,0.037,0.355,0.895,0.519,0.524,0.037,0.000318734,3
"348","Jackson",0.121021811,0.080454231,0.000160411,0.007423094,0.024901331,0.020524406,0.031517461,0.024286462,13323.7172,325.6695,2649.165,1.928,0.222,0.022,15.067,19.786,4.323,0.008,0.098,0.337,0.207,0.616,1.645,0.022,0.000278045,3
"349","Jefferson",0.040119669,0.058259051,0.000137438,0.003269065,0.002884287,0.003953801,0.00244689,0.006509773,7951.467625,NA,3040.0325,1.403,0.212,0.053,12.903,13.468,3.119,0.012,0.104,0.27,0.465,0.528,1.363,0.036,0.0000775074,3
"350","Lafayette",0.02008733,0.060031004,0.000105513,0.010659631,0.002267097,0.001625465,0.000613114,0.097103744,372.9492,NA,148.044,0.6,0.123,0.013,5.977,5.26,1.845,0.003,0.013,0.209,0.143,0.104,0.268,0.015,0.000427229,3
"351","Lake",0.04850587,0.108121109,0.00101068,0.004980435,0.003390101,0.020306825,0.000636404,0.009183253,444.077165,NA,158.7645,1.673,0.146,0.021,27.706,34.417,39.184,0.005,0.029,0.498,0.784,0.367,0.493,0.043,0.000265998,3
"352","Lee",0.033215164,0.039558561,0.00026044,0.000122484,0.005105661,0.01935252,0.002618585,0.032517544,251.04948,NA,NA,1.243,0.129,0.011,5.859,5.936,2.753,0.022,0.037,0.17,0.711,0.126,0.183,0.035,0.000267642,3
"353","Leon",0.008249113,0.012942535,0.0000868328,0.002446903,0.00020261,0.000300575,0.001164834,0.012192872,1625.004965,NA,589.6105,1.651,0.211,0.123,11.112,16.988,4.316,0.012,0.08,0.295,0.147,0.683,1.708,0.063,0.000116934,2
"354","Levy",0.043282064,0.08584501,0.0000951449,0.004132164,0.005387855,0.009324197,0.000578804,0.047011635,1621.87971,5.4185625,353.540625,0.98,0.171,0.012,6.743,11.416,2.182,0.008,0.129,0.176,0.679,0.203,0.475,0.039,0.000290276,3
"355","Liberty",0.000413252,0,0.00000371,0.000422998,0.000435573,0.00044541,0.000969516,0.107651655,186.4746,NA,74.022,0.696,0.12,0.011,5.829,5.811,1.298,0.006,0.008,0.173,0.045,0.137,0.284,0.006,0.00042729,3
"356","Madison",0.047464376,0.047462193,0.00012879,0.003931353,0.000838223,0.001346832,0.000558815,0.014237978,10180.9849,NA,3679.86,1.529,0.191,0.022,13.758,10.481,2.287,0.006,0.034,0.342,0.162,0.505,1.274,0.053,0.000266909,3
"357","Manatee",0.106587791,0.26632946,0.000483058,0.001382666,0.035641277,0.074562448,0.017379586,0.018702498,3130.900965,NA,10.7205,0.961,0.131,0.011,9.036,8.638,3.678,0.012,0.031,0.152,0.799,0.077,0.157,0.035,0.000291664,3
"358","Marion",0.028751518,0.050552161,0.000273412,0.005799913,0.000346698,0.001921403,0,0.011243954,447.742565,NA,74.9605,1.511,0.135,0.019,16.629,14.119,9.463,0.006,0.038,0.386,0.581,0.401,0.841,0.075,0.000366914,2
"359","Martin",0.115134201,0.151681578,0.000265678,0.000392291,0.016646409,0.097786235,0.005452633,0.002721704,251.04948,NA,NA,1.138,0.259,0.018,15.12,17.197,6.087,0.038,0.053,0.186,2.41,0.213,0.515,0.021,0.00032352,3
"360","Miami-Dade",0,0,0,0,0,0,0,0.011619733,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240973,0
"361","Monroe",0.001021465,0.00000544,0.00000209,0,0.0000982722,0.000100491,0,0.003360223,NA,NA,NA,4.807,0.382,0.054,38.781,53.9,68.787,0.197,0.294,0.095,15.59,0.615,0.783,0.038,0.0000753873,3
"362","Nassau",0.005809919,0.000990205,0.0000408998,0.002288234,0.0000882574,0.0000667312,0.0000129157,0.045193433,297.918,NA,118.26,1.092,0.167,0.011,18.057,8.762,1.388,0.049,0.02,0.53,0.102,0.402,0.515,0.012,0.000138737,3
"363","Okaloosa",0.015508029,0.007747516,0.0000664279,0.000470772,0.001639037,0.003862927,0.005074515,0.024826315,826.006445,NA,183.0005,1.866,0.23,0.022,18.207,8.645,3.131,0.007,0.02,0.312,0.027,0.524,0.738,0.007,0.00018182,3
"364","Okeechobee",0.068320491,0.188237113,0.00015948,0.007062682,0.007758435,0.031750522,0.003667494,0.023406644,1124.3266,NA,NA,0.72,0.162,0.012,4.834,6.056,2.728,0.011,0.011,0.173,0.243,0.07,0.192,0.009,0.000445558,3
"365","Orange",0.026302293,0.048862454,0.00080133,0.000586605,0.000947592,0.018010474,0.000454346,0.013634315,NA,NA,NA,1.352,0.168,0.024,19.068,23.327,22.869,0.009,0.018,0.396,0.269,0.225,0.449,0.032,0.000218666,3
"366","Osceola",0.028471139,0.334722591,0.000145219,0.003692701,0.000926287,0.009288802,0.000291474,0.006041863,186.4746,NA,74.022,0.867,0.154,0.015,11.438,6.052,4.275,0.005,0.01,0.295,0.176,0.078,0.177,0.011,0.000133339,3
"367","Palm Beach",0.280689254,0.331624555,0.000381732,0.000124407,0.035810088,0.061754085,0.041477787,0.024836176,NA,NA,NA,4.869,0.876,0.055,14.698,43.865,23.858,0.053,0.453,0.113,6.605,0.56,0.689,0.08,0.000150285,3
"368","Pasco",0.03840227,0.124940593,0.000523864,0.020223659,0.005803906,0.020270465,0.000424852,0.03731135,278.36835,5.4185625,74.972625,0.886,0.124,0.011,7.153,10.556,3.604,0.003,0.016,0.183,0.084,0.112,0.383,0.023,0.000130524,3
"369","Pinellas",0.000820244,0.001910474,0.000185133,0.000755961,0.0000771389,0.0000977093,0.001345232,0.068624141,NA,NA,NA,1.326,0.167,0.017,14.659,18.908,5.174,0.021,0.027,0.19,0.759,0.13,0.231,0.061,0.000393931,3
"370","Polk",0.104245699,0.209816809,0.001306754,0.002532662,0.008114157,0.090488634,0.002600293,0.006143666,833.65939,10.837125,25.53225,1.26,0.16,0.017,16.48,22.291,32.925,0.004,0.016,0.314,0.156,0.164,0.308,0.042,0.000471148,2
"371","Putnam",0.017335295,0.040613364,0.000236124,0.000377799,0.004966164,0.006836268,0.002274348,0.025111386,3343.436,NA,148.044,1.402,0.167,0.028,34.824,35.497,4.241,0.02,0.03,0.453,0.263,0.33,0.639,0.024,0.000326598,3
"372","St. Johns",0.042296666,0.049306164,0.000133152,0.000458423,0.023799959,0.036826023,0.004312221,0.006789548,15870.4326,NA,74.022,1.717,0.204,0.02,20.134,14.375,2.453,0.054,0.026,0.523,0.331,0.575,0.493,0.023,0.000251756,3
"373","St. Lucie",0.222378303,0.31283608,0.000608578,0.002702266,0.006857851,0.195242105,0.006392335,0.015458668,NA,NA,NA,1.668,0.181,0.015,12.918,11.676,9.229,0.046,0.05,0.283,1.994,0.321,0.671,0.024,0.000259477,3
"374","Santa Rosa",0.059989232,0.012167734,0.0000599133,0,0.015785168,0.024286206,0.030870016,0.008261907,1034.81623,10.837125,275.92225,1.974,0.234,0.021,13.359,8.526,3.281,0.007,0.021,0.31,0.02,0.484,0.821,0.007,0.000237806,3
"375","Sarasota",0.013828463,0.142333197,0.000198227,0.023607132,0.00455792,0.00728052,0.001127247,0.037353426,NA,NA,NA,1.304,0.198,0.016,27.424,9.828,3.098,0.027,0.157,0.134,1.017,0.152,0.336,0.082,0.00021782,3
"376","Seminole",0.011616696,0.052207172,0.000602582,0.001957259,0.000611644,0.003479572,0.000611644,0.002683567,NA,NA,NA,1.179,0.122,0.012,16.826,10.204,5.158,0.012,0.012,0.407,0.162,0.196,0.292,0.023,0.000227275,3
"377","Sumter",0.048818196,0.138444323,0.000269253,0.021874085,0.001386651,0.001593976,0,0.039048095,251.04948,NA,NA,1.22,0.138,0.018,16.151,17.439,13.506,0.003,0.03,0.383,0.921,0.246,0.624,0.052,0.000281188,3
"378","Suwannee",0.090358072,0.110090873,0.0003139,0.023178928,0.021740407,0.022655008,0.005907334,0.046599572,3856.02841,NA,1340.551,0.75,0.115,0.012,8.949,6.135,1.924,0.005,0.023,0.292,0.13,0.159,0.43,0.024,0.000286993,3
"379","Taylor",0.00110338,0.00997988,0.0000126825,0.001112258,0,0,0,0.00609724,NA,NA,NA,1.242,0.143,0.018,5.139,3.371,2.09,0.007,0.08,0.155,0.285,0.159,0.234,0.013,0.000519319,3
"380","Union",0.040015168,0.031880732,0.000168946,0.003791899,0.002696878,0.004805575,0.000976132,0.043183642,361.38948,NA,43.8,0.861,0.133,0.013,8.239,9.252,1.798,0.007,0.044,0.279,0.21,0.171,0.5,0.059,0.000223181,2
"381","Volusia",0.013658949,0.028783928,0.000457044,0.000128714,0.002622274,0.005984108,0,0.000701526,NA,NA,NA,1.345,0.215,0.028,29.032,32.447,8.603,0.056,0.032,0.438,0.458,0.346,0.551,0.034,0.000205259,3
"382","Wakulla",0.002161939,0.002266001,0.0000254845,0.000123175,0.000499168,0.000510441,0,0.016325814,186.4746,NA,74.022,0.774,0.146,0.035,6.151,6.702,2.054,0.043,0.039,0.124,0.101,0.159,0.508,0.015,0.000262433,3
"383","Walton",0.015864418,0.015923736,0.0000391247,0.003920038,0.000812783,0.016561089,0.0013315,0.057899974,837.69635,5.4185625,177.610625,1.382,0.152,0.015,13.631,8.265,2.673,0.014,0.024,0.383,0.035,0.397,0.533,0.01,0.0000985197,3
"384","Washington",0.021598272,0.005955257,0.0000558226,0.000142094,0.001522435,0.001908118,0.00024359,0.030387779,2680.89365,10.837125,821.40625,1.602,0.215,0.018,13.523,11.431,15.281,0.009,0.063,0.37,0.092,0.457,1.141,0.012,0.0000476804,3
"385","Appling",0.163435346,0.140143231,0.000393592,0.018553753,0.029473648,0.005141107,0.055383609,0.006005654,8875.357608,133.8593322,2128.530786,1.246,0.156,0.011,13.056,6.941,1.991,0.027,0.018,0.329,0.039,0.413,0.866,0.012,0.000287043,3
"386","Atkinson",0.094099644,0.120032331,0.000168011,0.016233471,0.024543192,0.016124491,0.019380267,0.004386233,4899.134283,48.3375,949.561,2.522,0.138,0.011,11.881,6.921,1.961,0.004,0.01,0.302,0.01,0.419,0.583,0.01,0.000919963,3
"387","Bacon",0.129925985,0.103760449,0.000344283,0.012618259,0.026050775,0.023307437,0.032258805,0.000164274,2173.99305,14.22,431.4906,1.547,0.189,0.012,13.505,6.887,2.027,0.006,0.013,0.348,0.016,0.482,0.79,0.013,0.000395922,3
"388","Baker",0.190254747,0.283175996,0.00021927,0.009048243,0.041902941,0.022647457,0.041370428,0.041796247,16847.53545,78.6,2832.57,2.719,0.255,0.029,17.552,19.345,5.889,0.007,0.037,0.374,0.074,0.734,1.886,0.024,0,3
"389","Baldwin",0.019772196,0.003860981,0.000046729,0.004766355,0,0,0,0.105745257,588.462918,12.07104296,128.278711,2.366,0.285,0.062,29.381,27.677,7.757,0.508,0.103,0.643,0.351,1.567,3.911,0.032,0.000178971,3
